0;0
1;1
2;2
3;4
4;8
5;16
6;32
7;3
8;5
9;64
10;9
11;6
12;17
13;10
14;18
15;128
16;12
17;33
18;65
19;20
20;256
21;34
22;24
23;36
24;7
25;129
26;66
27;512
28;11
29;40
30;68
31;130
32;19
33;13
34;48
35;14
36;72
37;257
38;21
39;132
40;35
41;258
42;26
43;513
44;80
45;37
46;25
47;22
48;136
49;260
50;264
51;38
52;514
53;96
54;67
55;41
56;144
57;28
58;69
59;42
60;516
61;49
62;74
63;272
64;160
65;520
66;288
67;528
68;192
69;544
70;70
71;44
72;131
73;81
74;50
75;73
76;15
77;320
78;133
79;52
80;23
81;134
82;384
83;76
84;137
85;82
86;56
87;27
88;97
89;39
90;259
91;84
92;138
93;145
94;261
95;29
96;43
97;98
98;515
99;88
100;140
101;30
102;146
103;71
104;262
105;265
106;161
107;576
108;45
109;100
110;640
111;51
112;148
113;46
114;75
115;266
116;273
117;517
118;104
119;162
120;53
121;193
122;152
123;77
124;164
125;768
126;268
127;274
128;518
129;54
130;83
131;57
132;521
133;112
134;135
135;78
136;289
137;194
138;85
139;276
140;522
141;58
142;168
143;139
144;99
145;86
146;60
147;280
148;89
149;290
150;529
151;524
152;196
153;141
154;101
155;147
156;176
157;142
158;530
159;321
160;31
161;200
162;90
163;545
164;292
165;322
166;532
167;263
168;149
169;102
170;105
171;304
172;296
173;163
174;92
175;47
176;267
177;385
178;546
179;324
180;208
181;386
182;150
183;153
184;165
185;106
186;55
187;328
188;536
189;577
190;548
191;113
192;154
193;79
194;269
195;108
196;578
197;224
198;166
199;519
200;552
201;195
202;270
203;641
204;523
205;275
206;580
207;291
208;59
209;169
210;560
211;114
212;277
213;156
214;87
215;197
216;116
217;170
218;61
219;531
220;525
221;642
222;281
223;278
224;526
225;177
226;293
227;388
228;91
229;584
230;769
231;198
232;172
233;120
234;201
235;336
236;62
237;282
238;143
239;103
240;178
241;294
242;93
243;644
244;202
245;592
246;323
247;392
248;297
249;770
250;107
251;180
252;151
253;209
254;284
255;648
256;94
257;204
258;298
259;400
260;608
261;352
262;325
263;533
264;155
265;210
266;305
267;547
268;300
269;109
270;184
271;534
272;537
273;115
274;167
275;225
276;326
277;306
278;772
279;157
280;656
281;329
282;110
283;117
284;212
285;171
286;776
287;330
288;226
289;549
290;538
291;387
292;308
293;216
294;416
295;271
296;279
297;158
298;337
299;550
300;672
301;118
302;332
303;579
304;540
305;389
306;173
307;121
308;553
309;199
310;784
311;179
312;228
313;338
314;312
315;704
316;390
317;174
318;554
319;581
320;393
321;283
322;122
323;448
324;353
325;561
326;203
327;63
328;340
329;394
330;527
331;582
332;556
333;181
334;295
335;285
336;232
337;124
338;205
339;182
340;643
341;562
342;286
343;585
344;299
345;354
346;211
347;401
348;185
349;396
350;344
351;586
352;645
353;593
354;535
355;240
356;206
357;95
358;327
359;564
360;800
361;402
362;356
363;307
364;301
365;417
366;213
367;568
368;832
369;588
370;186
371;646
372;404
373;227
374;896
375;594
376;418
377;302
378;649
379;771
380;360
381;539
382;111
383;331
384;214
385;309
386;188
387;449
388;217
389;408
390;609
391;596
392;551
393;650
394;229
395;159
396;420
397;310
398;541
399;773
400;610
401;657
402;333
403;119
404;600
405;339
406;218
407;368
408;652
409;230
410;391
411;313
412;450
413;542
414;334
415;233
416;555
417;774
418;175
419;123
420;658
421;612
422;341
423;777
424;220
425;314
426;424
427;395
428;673
429;583
430;355
431;287
432;183
433;234
434;125
435;557
436;660
437;616
438;342
439;316
440;241
441;778
442;563
443;345
444;452
445;397
446;403
447;207
448;674
449;558
450;785
451;432
452;357
453;187
454;236
455;664
456;624
457;587
458;780
459;705
460;126
461;242
462;565
463;398
464;346
465;456
466;358
467;405
468;303
469;569
470;244
471;595
472;189
473;566
474;676
475;361
476;706
477;589
478;215
479;786
480;647
481;348
482;419
483;406
484;464
485;680
486;801
487;362
488;590
489;409
490;570
491;788
492;597
493;572
494;219
495;311
496;708
497;598
498;601
499;651
500;421
501;792
502;802
503;611
504;602
505;410
506;231
507;688
508;653
509;248
510;369
511;190
512;364
513;654
514;659
515;335
516;480
517;315
518;221
519;370
520;613
521;422
522;425
523;451
524;614
525;543
526;235
527;412
528;343
529;372
530;775
531;317
532;222
533;426
534;453
535;237
536;559
537;833
538;804
539;712
540;834
541;661
542;808
543;779
544;617
545;604
546;433
547;720
548;816
549;836
550;347
551;897
552;243
553;662
554;454
555;318
556;675
557;618
558;898
559;781
560;376
561;428
562;665
563;736
564;567
565;840
566;625
567;238
568;359
569;457
570;399
571;787
572;591
573;678
574;434
575;677
576;349
577;245
578;458
579;666
580;620
581;363
582;127
583;191
584;782
585;407
586;436
587;626
588;571
589;465
590;681
591;246
592;707
593;350
594;599
595;668
596;790
597;460
598;249
599;682
600;573
601;411
602;803
603;789
604;709
605;365
606;440
607;628
608;689
609;374
610;423
611;466
612;793
613;250
614;371
615;481
616;574
617;413
618;603
619;366
620;468
621;655
622;900
623;805
624;615
625;684
626;710
627;429
628;794
629;252
630;373
631;605
632;848
633;690
634;713
635;632
636;482
637;806
638;427
639;904
640;414
641;223
642;663
643;692
644;835
645;619
646;472
647;455
648;796
649;809
650;714
651;721
652;837
653;716
654;864
655;810
656;606
657;912
658;722
659;696
660;377
661;435
662;817
663;319
664;621
665;812
666;484
667;430
668;838
669;667
670;488
671;239
672;378
673;459
674;622
675;627
676;437
677;380
678;818
679;461
680;496
681;669
682;679
683;724
684;841
685;629
686;351
687;467
688;438
689;737
690;251
691;462
692;442
693;441
694;469
695;247
696;683
697;842
698;738
699;899
700;670
701;783
702;849
703;820
704;728
705;928
706;791
707;367
708;901
709;630
710;685
711;844
712;633
713;711
714;253
715;691
716;824
717;902
718;686
719;740
720;850
721;375
722;444
723;470
724;483
725;415
726;485
727;905
728;795
729;473
730;634
731;744
732;852
733;960
734;865
735;693
736;797
737;906
738;715
739;807
740;474
741;636
742;694
743;254
744;717
745;575
746;913
747;798
748;811
749;379
750;697
751;431
752;607
753;489
754;866
755;723
756;486
757;908
758;718
759;813
760;476
761;856
762;839
763;725
764;698
765;914
766;752
767;868
768;819
769;814
770;439
771;929
772;490
773;623
774;671
775;739
776;916
777;463
778;843
779;381
780;497
781;930
782;821
783;726
784;961
785;872
786;492
787;631
788;729
789;700
790;443
791;741
792;845
793;920
794;382
795;822
796;851
797;730
798;498
799;880
800;742
801;445
802;471
803;635
804;932
805;687
806;903
807;825
808;500
809;846
810;745
811;826
812;732
813;446
814;962
815;936
816;475
817;853
818;867
819;637
820;907
821;487
822;695
823;746
824;828
825;753
826;854
827;857
828;504
829;799
830;255
831;964
832;909
833;719
834;477
835;915
836;638
837;748
838;944
839;869
840;491
841;699
842;754
843;858
844;478
845;968
846;383
847;910
848;815
849;976
850;870
851;917
852;727
853;493
854;873
855;701
856;931
857;756
858;860
859;499
860;731
861;823
862;922
863;874
864;918
865;502
866;933
867;743
868;760
869;881
870;494
871;702
872;921
873;501
874;876
875;847
876;992
877;447
878;733
879;827
880;934
881;882
882;937
883;963
884;747
885;505
886;855
887;924
888;734
889;829
890;965
891;938
892;884
893;506
894;749
895;945
896;966
897;755
898;859
899;940
900;830
901;911
902;871
903;639
904;888
905;479
906;946
907;750
908;969
909;508
910;861
911;757
912;970
913;919
914;875
915;862
916;758
917;948
918;977
919;923
920;972
921;761
922;877
923;952
924;495
925;703
926;935
927;978
928;883
929;762
930;503
931;925
932;878
933;735
934;993
935;885
936;939
937;994
938;980
939;926
940;764
941;941
942;967
943;886
944;831
945;947
946;507
947;889
948;984
949;751
950;942
951;996
952;971
953;890
954;509
955;949
956;973
957;1000
958;892
959;950
960;863
961;759
962;1008
963;510
964;979
965;953
966;763
967;974
968;954
969;879
970;981
971;982
972;927
973;995
974;765
975;956
976;887
977;985
978;997
979;986
980;943
981;891
982;998
983;766
984;511
985;988
986;1001
987;951
988;1002
989;893
990;975
991;894
992;1009
993;955
994;1004
995;1010
996;957
997;983
998;958
999;987
1000;1012
1001;999
1002;1016
1003;767
1004;989
1005;1003
1006;990
1007;1005
1008;959
1009;1011
1010;1013
1011;895
1012;1006
1013;1014
1014;1017
1015;1018
1016;991
1017;1020
1018;1007
1019;1015
1020;1019
1021;1021
1022;1022
1023;1023
